COUNTRY,Country,WEEK,Week number,GENDER,Gender,AGE,Age,VARIABLE,Variable,YEAR,Year,Value,Flag Codes,Flags
SWE,Sweden,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,12,,
SWE,Sweden,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,49,,
SWE,Sweden,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,85,,
AUS,Australia,25,25,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
AUS,Australia,25,25,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
AUS,Australia,25,25,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,8.3,,
ITA,Italy,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1421,,
ITA,Italy,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1148,,
ITA,Italy,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,794,,
ESP,Spain,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
ESP,Spain,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,17.7,,
ESP,Spain,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,10.1,,
HUN,Hungary,37,37,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.8,,
HUN,Hungary,37,37,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.6,,
HUN,Hungary,37,37,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.1,,
IRL,Ireland,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,4,,
IRL,Ireland,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,41,,
IRL,Ireland,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,10,,
AUT,Austria,8,8,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,13.5,,
AUT,Austria,8,8,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,11.6,,
GBR,United Kingdom,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,3,,
GBR,United Kingdom,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,3.5,,
GBR,United Kingdom,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,6.9,,
GBR,United Kingdom,22,22,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,5,,
GBR,United Kingdom,22,22,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,3,,
GBR,United Kingdom,26,26,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,271,,
GBR,United Kingdom,26,26,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,40,,
NZL,New Zealand,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
NZL,New Zealand,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
NZL,New Zealand,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
ITA,Italy,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,593,,
ITA,Italy,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,238,,
ITA,Italy,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,577,,
DEU,Germany,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,31,,
DEU,Germany,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,351,,
DEU,Germany,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,385,,
USA,United States,38,38,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,7.2,,
USA,United States,38,38,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,19.9,,
USA,United States,38,38,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.3,,
USA,United States,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,20.7,,
USA,United States,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,7.5,,
USA,United States,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.4,,
GBR,United Kingdom,24,24,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,10,,
GBR,United Kingdom,24,24,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,2,,
GBR,United Kingdom,24,24,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2022,2022,8,,
GBR,United Kingdom,47,47,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,22,,
GBR,United Kingdom,47,47,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,31,,
GBR,United Kingdom,47,47,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2022,2022,3,,
CHE,Switzerland,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,59,,
CHE,Switzerland,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,29,,
CHE,Switzerland,19,19,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,12,,
ISL,Iceland,17,17,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.9,,
ISL,Iceland,17,17,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
ISL,Iceland,17,17,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
GBR,United Kingdom,8,8,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,8,8,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,2705,,
GBR,United Kingdom,8,8,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2022,2022,788,,
JPN,Japan,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,55,,
JPN,Japan,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,48,,
JPN,Japan,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,391,,
EST,Estonia,48,48,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,7.2,,
EST,Estonia,48,48,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,7.3,,
GBR,United Kingdom,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.6,,
GBR,United Kingdom,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.5,,
GBR,United Kingdom,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.7,,
NOR,Norway,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
NOR,Norway,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,12,,
NOR,Norway,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,67,,
HUN,Hungary,34,34,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.2,,
HUN,Hungary,34,34,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.3,,
HUN,Hungary,34,34,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,3.6,,
CHE,Switzerland,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,42,,
CHE,Switzerland,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,29,,
CHE,Switzerland,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,28,,
FRA,France,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,18.8,,
FRA,France,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,15.4,,
FRA,France,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,6.7,,
NLD,Netherlands,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.1,,
NLD,Netherlands,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.8,,
NLD,Netherlands,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.3,,
KOR,Korea,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
KOR,Korea,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,17,,
KOR,Korea,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,73,,
CAN,Canada,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,24,,
CAN,Canada,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,199,,
CAN,Canada,13,13,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,260,,
LUX,Luxembourg,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
LUX,Luxembourg,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,23,,
LUX,Luxembourg,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,15,,
NZL,New Zealand,6,6,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NZL,New Zealand,6,6,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
NZL,New Zealand,6,6,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
LVA,Latvia,29,29,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
LVA,Latvia,29,29,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,3,,
LVA,Latvia,29,29,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,9,,
GBR,United Kingdom,32,32,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,74,,
GBR,United Kingdom,32,32,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,208,,
GRC,Greece,4,4,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GRC,Greece,4,4,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,167,,
GRC,Greece,4,4,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,732,,
SVK,Slovak Republic,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,21.5,,
SVK,Slovak Republic,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,27.6,,
AUT,Austria,14,14,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,7,,
AUT,Austria,14,14,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,15.1,,
AUT,Austria,14,14,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,10.9,,
CHL,Chile,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,353,,
CHL,Chile,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,43,,
CHL,Chile,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,106,,
SVN,Slovenia,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
SVN,Slovenia,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,8,,
SVN,Slovenia,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,28,,
CZE,Czech Republic,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
CZE,Czech Republic,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.2,,
CZE,Czech Republic,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.9,,
CZE,Czech Republic,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,22.5,,
CZE,Czech Republic,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,23,,
DEU,Germany,40,40,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,121,,
DEU,Germany,40,40,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,488,,
DEU,Germany,40,40,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1138,,
GBR,United Kingdom,44,44,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,823,,
GBR,United Kingdom,44,44,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,554,,
GBR,United Kingdom,48,48,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,12,,
GBR,United Kingdom,48,48,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,23,,
BEL,Belgium,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,14,,
BEL,Belgium,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,21,,
BEL,Belgium,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,80,,
ESP,Spain,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.5,,
ESP,Spain,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,8.1,,
ESP,Spain,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,3.6,,
GBR,United Kingdom,52,52,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,1319,,
GBR,United Kingdom,52,52,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,221,,
GBR,United Kingdom,29,29,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,126,,
GBR,United Kingdom,29,29,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,127,,
DNK,Denmark,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
DNK,Denmark,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1,,
DNK,Denmark,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.4,,
CAN,Canada,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,29,,
CAN,Canada,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,162,,
CAN,Canada,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,264,,
GRC,Greece,51,51,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,17.9,,
GRC,Greece,51,51,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,16.1,,
NOR,Norway,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
NOR,Norway,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,14,,
NOR,Norway,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
FRA,France,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,12.2,,
FRA,France,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,12.4,,
FRA,France,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,6.3,,
CZE,Czech Republic,6,6,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
CZE,Czech Republic,6,6,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,948,,
CZE,Czech Republic,6,6,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,398,,
GBR,United Kingdom,25,25,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,9,,
GBR,United Kingdom,25,25,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,4,,
BEL,Belgium,53,53,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,454,,
AUT,Austria,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,767,,
AUT,Austria,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,480,,
AUT,Austria,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,39,,
LTU,Lithuania,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,10,,
LTU,Lithuania,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,138,,
LTU,Lithuania,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,4,,
LTU,Lithuania,6,6,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,7.5,,
LTU,Lithuania,6,6,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,15.1,,
GBR,United Kingdom,27,27,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,7,,
GBR,United Kingdom,27,27,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,14,,
GBR,United Kingdom,27,27,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2022,2022,14,,
SVK,Slovak Republic,44,44,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,14.4,,
SVK,Slovak Republic,44,44,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,20.6,,
PRT,Portugal,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,187,,
PRT,Portugal,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,13,,
PRT,Portugal,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,128,,
GBR,United Kingdom,50,50,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,23,,
GBR,United Kingdom,50,50,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,36,,
CHE,Switzerland,16,16,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,267,,
CHE,Switzerland,16,16,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,55,,
CHE,Switzerland,16,16,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,33,,
FIN,Finland,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,5.3,,
FIN,Finland,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.7,,
FIN,Finland,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,15.3,,
FRA,France,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3786,,
FRA,France,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1198,,
GBR,United Kingdom,24,24,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,89,,
GBR,United Kingdom,24,24,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,22,,
GBR,United Kingdom,24,24,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2022,2022,28,,
DNK,Denmark,10,10,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.2,,
DNK,Denmark,10,10,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.1,,
DNK,Denmark,10,10,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,16.5,,
EST,Estonia,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,34,,
EST,Estonia,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,16,,
ISR,Israel,40,40,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,23.8,,
ISR,Israel,40,40,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,10.5,,
ISR,Israel,40,40,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.9,,
GBR,United Kingdom,19,19,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,23,,
GBR,United Kingdom,19,19,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,2,,
DNK,Denmark,42,42,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.9,,
DNK,Denmark,42,42,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.4,,
DNK,Denmark,42,42,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.4,,
AUS,Australia,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,2,,
AUS,Australia,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
AUS,Australia,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,168,,
KOR,Korea,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3,,
KOR,Korea,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,25,,
KOR,Korea,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,174,,
SVN,Slovenia,28,28,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
SVN,Slovenia,28,28,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
SVN,Slovenia,28,28,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,6.3,,
NOR,Norway,8,8,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NOR,Norway,8,8,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.7,,
NOR,Norway,8,8,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,8.8,,
GBR,United Kingdom,11,11,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,4,,
GBR,United Kingdom,11,11,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,838,,
GBR,United Kingdom,11,11,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2022,2022,757,,
NLD,Netherlands,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,277,,
NLD,Netherlands,8,8,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,59,,
GBR,United Kingdom,42,42,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,19,,
GBR,United Kingdom,42,42,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,54,,
GRC,Greece,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,7,,
GRC,Greece,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,87,,
